Compound no,nS,BCUTs-1l,NsssN,AATS2i,BCUTd-1h,MATS2i,EState_VSA5,PEOE_VSA3,ATSC2i,NddssS,VSA_EState1,SlogP_VSA2,Binary
1454,2,0.297588158,1,160.5907228,4.048525474,0.123212394,36.85536241,13.89789358,12.679375,1,31.29537765,56.62335332,1
1456,2,0.300203688,1,152.4800538,4.042898489,0.039089819,24.26546827,13.55677072,7.886485419,1,22.90329222,60.74351665,1
1457,1,0.297585869,2,156.6150406,4.048538554,0.214482798,41.75527214,13.89789358,29.38049051,1,32.38006553,54.46486475,1
1458,1,0.297907747,1,154.2124764,4.042804903,-0.03589148,5.480096598,13.89789358,-4.163295451,1,30.68140701,32.33275533,1
1459,2,0.297584379,2,157.2731983,4.04853981,0.096701347,31.37526582,13.89789358,15.25506615,1,32.46496749,66.69091482,1
1461,1,0.297596054,1,152.5381714,4.048547822,-0.036891783,17.61283074,13.89789358,-6.554846449,1,27.73656513,48.59849708,1
1462,1,1.514762863,0,147.0444244,3.064974817,-0.138114359,11.6394716,0,-10.86512874,0,0,5.907179729,1
1463,1,0.295173404,2,154.8613056,4.043954842,0.072968729,25.98020854,18.27555189,13.05795601,1,31.80175085,72.42182507,1
1464,2,1.172596948,1,152.8838904,4.039432753,-0.00107946,0,4.794537184,-0.156596374,0,5.802396761,47.54830587,1
1466,1,1.522056075,0,149.3904801,3.065874289,-0.079367562,6.076020107,0,-6.329761178,0,5.052797057,13.01697727,1
1467,1,0.297588964,1,153.6266919,4.048563289,0.051805237,49.96579653,23.56367504,9.087179736,1,36.09814803,46.39046907,1
1468,1,0.299252565,0,157.0009134,4.038006771,-0.067571625,7.047671983,13.13989185,-12.43132446,1,24.61060952,63.32115343,1
1469,2,0.292878026,1,151.4640288,4.12885118,0.129754711,24.26546827,13.89789358,18.81103345,1,31.44821105,48.8755567,1
1471,2,0.292876401,1,150.7993561,4.128863215,0.12589133,17.69618563,13.89789358,21.93811887,1,31.38176259,42.26867473,1
1472,2,1.172798642,2,157.9879716,4.039436481,0.092702666,0,4.794537184,14.76511869,0,10.99917853,79.19228236,1
1473,2,1.201701571,1,158.990953,3.163123705,-0.11359866,6.420821623,0,-21.33227871,0,5.341392819,73.68499812,1
1474,2,0.292878143,1,152.8347758,4.128851021,0.196842842,31.37526582,13.89789358,27.20370441,1,30.09540128,49.37847228,1
1476,1,0.297584209,3,161.7560102,4.048538574,0.173159881,41.75527214,18.69243077,28.54721288,1,32.3542032,86.04671568,1
1477,1,0.297590676,1,154.6621947,4.048552818,0.213965795,67.44815076,18.69243077,30.22556737,1,38.37348189,44.70510863,1
1478,1,1.145867941,0,158.100726,4.022024842,0.05194887,7.047671983,0,6.272495166,0,0,36.43997082,1
1479,1,0.297589159,1,151.6414772,4.048559913,0.133452636,29.74459124,13.89789358,22.758876,1,34.64667333,31.6260058,1
1481,1,0.297587016,1,160.5052743,4.048531618,0.143681686,36.85536241,13.89789358,17.33397403,1,31.88099021,50.07859691,1
1482,1,1.462841867,0,149.4650092,3.179140872,-0.082521842,6.076020107,0,-6.662261373,0,5.155567001,18.12350467,1
1483,1,1.462841742,0,149.4650092,3.179150856,-0.082521842,6.076020107,0,-6.662261373,0,5.152845467,18.12350467,1
1484,1,0.298935651,1,152.1214225,4.043819429,-0.085783276,24.26546827,13.48101471,-10.67716263,1,33.10950503,37.1820447,1
1486,1,0.298934013,0,153.6229285,4.043825391,-0.002014657,16.92924036,8.417796984,-0.307535727,1,27.25957016,51.99849461,1
1487,1,1.455147611,0,147.2772703,3.180877746,-0.136095606,18.20875424,0,-10.98744867,0,0,16.12023452,1
1488,1,1.463825266,0,145.7212584,3.177640386,-0.238456147,12.14238718,0,-17.35888722,0,0,16.12023452,1
1489,2,0.297584884,1,158.6927321,4.048538232,-0.016350796,36.85536241,13.89789358,-2.533287479,1,32.1514855,68.0694583,1
1491,1,1.457371316,0,149.5369232,3.181750076,-0.085042724,31.39457189,0,-6.941369495,0,5.138239177,23.23003206,1
1492,1,0.295174286,1,159.4151068,4.044010947,0.316910431,36.39820241,13.48101471,83.59947444,1,82.9718682,61.75337584,1
1493,1,0.29790709,1,154.2596986,4.043011635,-0.009340871,17.61283074,13.89789358,-1.158027146,1,30.80407869,43.04033353,1
1494,1,0.296919008,2,152.9595116,4.050467788,0.096212673,48.53093655,27.79578716,30.19872457,2,58.18725684,97.7519582,1
1496,1,0.298932326,0,148.4390102,4.04383646,-0.055532655,17.61283074,18.57969652,-10.08886177,1,30.059402,40.56794041,1
1497,1,1.263462758,1,148.0460909,3.202157447,-0.132172133,24.26546827,0,-20.94789873,0,0,21.63758024,1
1498,1,0.298932938,1,155.1297074,4.043915021,0.122560051,17.03264387,13.21233417,21.54313524,1,38.82176872,62.32898146,1
1499,1,0.297905639,1,155.6843053,4.042813846,-0.044089282,17.61283074,13.89789358,-6.58899617,1,31.50975304,44.28177589,1
1501,1,0.297585331,1,153.7828909,4.048538292,0.105688302,4.305215991,13.89789358,15.41984951,1,27.87837711,36.42404296,1
1502,1,1.457371577,0,145.8750398,3.180877746,-0.233973489,30.35114142,0,-17.25917882,0,0,21.22676191,1
1503,2,1.172798374,2,155.6415971,4.039436036,9.44E-04,12.84164325,4.794537184,0.155283454,0,5.851244165,60.36907546,1
1504,1,0.295172721,1,151.2325617,4.043838515,0.03901831,12.13273414,18.46499323,7.22835909,1,25.81517467,52.76819425,1
1506,1,1.145865262,1,157.3088537,4.022032517,0.077702349,7.047671983,5.063217725,11.44342635,0,0,47.62627916,1
1507,1,1.199495157,0,153.2027848,3.28402333,-0.166695144,4.567099648,4.983978521,-21.20242121,0,1.399984883,20.57069478,1
1508,1,0.627705633,1,155.4373984,3.163696393,-0.077566749,18.80955693,0,-13.68122143,0,0,77.37047924,1
1509,2,1.22830969,1,155.8038042,3.249372164,0.024640951,19.18040612,0,4.878115316,0,10.59508082,78.11535451,1
1511,2,1.228309827,1,153.2548742,3.250172747,0.015609808,7.047671983,0,3.23649151,0,0,71.32241221,1
1512,1,0.295174488,0,146.2906542,4.043824732,-0.062715935,24.26546827,13.89789358,-9.185817596,1,25.80136887,31.06832829,1
1513,1,1.181762445,0,157.5022889,3.160717717,-0.035254012,0,5.480096598,-4.678156365,0,0,36.01830502,1
1514,2,0.297584699,4,164.3314099,4.048539182,0.244315475,41.75527214,18.69243077,38.73281713,1,32.34537959,110.5808946,1
1516,1,0.29758403,1,151.9475872,4.048533563,-0.071311152,65.7729181,18.28830863,-11.19939646,1,44.94807895,41.50892856,1
1517,1,1.229649627,1,148.9969369,3.245027701,0.033714851,0,5.480096598,4.7060791,0,5.752373866,40.98034031,1
1518,1,1.201702984,0,154.1636866,3.163151775,-0.140236625,0,0,-25.3201576,0,0,35.93705525,1
1519,1,0.297594876,1,153.585271,4.048536641,0.235404328,50.09987797,13.89789358,30.28769083,1,32.55251381,38.67367778,1
1521,2,0.297593799,2,158.8659697,4.04853479,0.247702792,32.35657073,13.89789358,36.63208077,1,38.13371177,64.89288573,1
1522,1,0.297575017,1,162.1297689,4.048572425,0.019145326,31.37526582,22.97011157,6.14780632,1,91.19820915,151.1538924,1
1523,1,0.2989349,0,147.9280431,4.043826221,-0.006196622,12.13273414,13.89789358,-0.894706897,1,28.25343167,30.55804909,1
1524,1,0.292878974,0,149.2339062,4.128846162,0.060718659,35.81193194,13.89789358,7.048616436,1,35.3677008,37.49301612,1
1526,1,1.149352296,0,152.9425609,4.029849672,-0.00880526,25.68328649,4.794537184,-1.203407057,0,0,17.84547397,1
1527,2,0.292878007,1,151.1641245,4.128856082,0.192938683,24.62875589,13.89789358,30.84941942,1,30.35038751,49.37847228,1
1528,2,0.292876937,1,154.2363432,4.128854286,0.040402959,12.13273414,13.89789358,7.22403362,1,36.71635365,62.02719507,1
1529,2,0.292877362,1,154.2464754,4.12885272,0.053241699,12.13273414,13.89789358,9.123488672,1,36.65426207,62.02719507,1
1531,1,0.293801994,1,146.7554022,4.048545766,0.060035443,24.26546827,8.417796984,8.621325057,1,26.16638486,48.00259329,1
1532,2,0.29758792,2,153.4874415,4.048549957,3.81E-05,30.46231185,8.417796984,0.006332064,1,34.38971009,60.94010022,1
1533,1,0.295175446,1,159.1205102,4.043908799,0.38504972,36.39820241,13.48101471,89.2489341,1,71.08545427,66.68223505,1
1534,1,0.29758926,2,155.2117243,4.048553005,0.026008861,41.29811214,8.417796984,4.037820481,1,39.03990954,62.01058026,1
1536,1,0.297585585,2,159.5026798,4.048635703,0.167954124,41.75527214,13.89789358,24.31417698,1,32.41233188,67.43044278,1
1537,2,0.297903771,3,162.7886439,4.042939101,0.180947442,43.32193961,13.89789358,51.31391177,1,70.04303219,80.26062097,1
1538,1,0.296951897,2,158.1862702,4.050463328,0.226052588,68.23062823,22.31569057,34.90631361,2,64.37971764,81.24583599,1
1539,1,0.298932374,0,152.0355995,4.043838659,0.036287307,17.61283074,18.8818721,6.698692337,1,27.89198858,41.44920734,1
1541,1,0.2975868,1,157.1277305,4.048532692,0.109446085,37.57210939,13.89789358,13.55633859,1,32.42159405,41.97306262,1
1542,2,1.228309414,1,152.8937232,3.246641025,0.004373919,7.047671983,0,0.944265062,0,0,71.32241221,1
1543,1,1.385619793,0,155.6306832,3.284037982,-0.068223244,4.567099648,15.2043071,-8.77986617,0,6.028629269,28.15837993,1
1544,1,1.004904647,1,145.9503817,3.234012956,-0.171048732,29.165378,0,-25.184705,0,0.762610985,16.73767051,1
1546,1,0.293801806,1,148.0750153,4.048546823,0.094020221,24.26546827,8.417796984,13.60756469,1,31.33960365,55.11239083,1
1547,1,0.297585763,2,159.6715142,4.048536468,0.105674433,41.75527214,13.89789358,14.50907925,1,31.96294663,78.64093656,1
1548,1,0.297582529,1,153.9544054,4.048730992,0.17788634,23.54774767,13.89789358,30.71164944,1,38.42099913,56.39649165,1
1549,1,0.297595476,1,152.6334843,4.048529022,0.104919123,43.44587439,8.417796984,12.5155124,1,32.36767453,25.40312963,1
1551,1,0.297582967,1,152.0090896,4.048537364,0.026591279,16.43795013,13.89789358,4.09208052,1,28.64137261,42.17689657,1
1552,1,1.516462578,0,145.7212584,3.06694312,-0.238456147,18.20875424,0,-17.35888722,0,0,16.12023452,1
1553,1,1.145864098,1,156.7251319,4.02204316,0.139429223,19.18040612,5.480096598,24.04069499,0,0,59.27733062,1
1554,1,0.297319701,1,149.248319,4.048548651,0.118138419,11.62981856,13.89789358,20.12214217,1,28.19593641,29.87928656,1
1556,1,0.297587143,2,160.5938963,4.048533404,0.178232151,41.75527214,13.89789358,21.83576358,1,31.8825414,60.50670558,1
1557,2,0.297589174,2,155.8740139,4.048549957,0.037821663,36.39820241,8.417796984,5.999631698,1,39.63187834,62.64815693,1
1558,1,0.297584704,2,159.2373177,4.048541758,0.175049144,48.86506969,18.69243077,26.41095069,1,37.42994074,74.6641751,1
1559,1,0.295174896,2,153.0555682,4.043951768,0.12612342,25.98020854,18.27555189,19.62130114,1,25.92945142,65.81494311,1
1561,1,0.295175514,1,155.5351801,4.043911222,0.377436761,36.39820241,13.48101471,90.57646444,1,71.68837369,37.21357551,1
1562,1,0.29106242,0,151.0735525,4.044180065,0.047007158,12.13273414,8.417796984,5.875288287,1,38.50431117,23.98754942,1
1563,1,0.297586406,2,160.0312115,4.048533493,0.071749649,41.75527214,13.89789358,9.323630681,1,32.07514162,66.9275272,1
1564,1,0.292872818,1,159.6908931,4.12896742,0.245398827,34.6454746,23.86585062,86.80366048,1,72.1403157,88.40421148,1
1566,2,0.292879254,0,156.6249983,4.1288852,0.297880555,29.74556487,13.89789358,73.63104821,1,67.85774167,37.368765,1
1567,1,0.297584042,2,162.763868,4.048622941,0.39180624,41.75527214,13.89789358,102.763585,1,73.37270672,73.79280164,1
1568,2,0.292877627,1,153.3149515,4.128852277,0.102329865,12.13273414,13.89789358,17.50353312,1,31.07606724,48.8755567,1
1569,2,0.292877979,1,153.2284081,4.128849603,0.085009662,12.13273414,13.89789358,13.90606952,1,30.92420429,48.8755567,1
1571,1,0.297589298,1,153.5896075,4.048666074,0.120089379,74.38203462,19.37799018,19.61397456,1,39.97788458,43.35751084,1
1572,1,0.623652709,0,146.5215564,3.268670077,-0.001816823,9.577286411,4.681802935,-0.322991201,0,1.326489704,37.57540974,1
1573,2,1.043842164,2,156.2868118,4.039435312,0.073777049,0,4.794537184,11.19360175,0,6.78106592,72.08248482,1
1574,2,0.29288947,1,153.6781523,4.128471323,0.188367444,30.79973093,13.89789358,31.27768508,1,36.23916452,48.99949148,1
1576,1,0.297589218,1,149.0884012,4.048557574,0.057049204,16.43795013,13.89789358,9.203431881,1,34.99414894,19.53222974,1
1577,1,0.297584748,2,155.1710318,4.048543902,0.051468111,36.27517555,13.89789358,7.724816438,1,33.16266739,49.44102024,1
1578,1,0.300202623,0,153.3722531,4.042887281,-0.117029786,18.55355576,13.55677072,-26.39810083,1,22.8885394,44.35485223,1
1579,1,0.297586583,1,155.2337569,4.048776352,0.199642483,43.07502521,13.89789358,31.95471592,1,32.05188068,53.26484148,1
1581,1,0.297580099,1,161.7847053,4.048559095,0.014196834,48.32027939,23.56367504,3.596705506,1,69.95852076,103.2151062,1
1582,1,0.29758964,1,157.9376476,4.048662649,0.305763632,49.24904956,13.89789358,81.7953204,1,73.88058811,36.60998432,1
1583,1,0.297586321,1,161.7138837,4.048533628,0.076038719,29.74556487,18.28830863,12.33066625,1,44.1867075,56.25027231,1
1584,1,0.297587217,1,159.0235792,4.048530573,0.139507947,17.61283074,13.89789358,16.86632388,1,26.81427438,42.96879937,1
1586,1,0.295174711,2,153.8629891,4.043952656,0.059111251,38.11294267,18.27555189,9.215390575,1,31.5029681,65.81494311,1
1587,1,1.183205104,0,156.4530054,3.180634939,0.048800781,7.047671983,5.480096598,6.104471547,0,0,29.9764642,1
1588,1,0.297907044,1,156.0972501,4.042808446,0.030750766,12.58989414,13.89789358,3.812301917,1,35.99528549,45.54651926,1
1589,1,0.622128693,1,145.3503952,3.245621119,-0.015656932,10.46336122,0,-2.53297133,0,0,39.58479631,1
1591,2,1.228309718,1,153.2570367,3.250247654,0.014104536,19.18040612,0,2.929480996,0,0,76.4289396,1
1592,1,0.29758484,2,158.197226,4.048539713,0.184327582,41.75527214,18.69243077,27.79272042,1,32.24872521,67.55437756,1
1593,2,0.292879163,0,152.2927403,4.128848967,0.118440744,29.74556487,13.89789358,16.18361704,1,41.06762253,44.16170731,1
1594,1,0.297584886,1,155.5676906,4.048779942,0.14939817,23.54774767,13.89789358,21.51335603,1,32.19828626,54.03371657,1
1596,1,0.297592461,1,152.0501514,4.048540003,-0.024983434,24.26546827,8.417796984,-2.980204859,1,32.86709596,24.90021406,1
1597,1,0.291915688,1,156.0103202,4.12573877,0.169620905,50.70283681,22.31569057,22.694829,2,55.40117969,62.45151355,1
1598,1,0.297584372,2,157.9570225,4.048540726,0.163261104,41.75527214,18.69243077,25.84213857,1,32.29732005,74.09913397,1
1599,1,1.457372698,0,147.2772703,3.177763777,-0.136095606,18.20875424,0,-10.98744867,0,0,16.12023452,1
1601,1,1.50593443,0,147.1629641,3.075410329,-0.137279449,6.076020107,0,-10.94837874,0,0,11.01370712,1
1602,1,0.29893452,1,153.5863541,4.043827824,0.050237368,41.87829901,13.89789358,7.330666268,1,33.04145199,55.43997813,1
1603,1,1.505938436,0,145.7212584,3.075410329,-0.238456147,18.20875424,0,-17.35888722,0,0,16.12023452,1
1604,1,1.505937998,0,149.4650092,3.07559486,-0.082521842,6.076020107,0,-6.662261373,0,5.040318972,18.12350467,1
1606,1,1.457372696,0,149.5369232,3.177771515,-0.085042724,24.28477435,0,-6.941369495,0,5.029536257,23.23003206,1
1607,1,0.297585516,2,157.64419,4.048537254,0.101633067,36.85536241,13.89789358,15.02940473,1,32.52876861,60.50670558,1
1608,1,1.227069861,0,152.9231669,3.166516767,-0.016010525,7.047671983,5.480096598,-2.240852931,0,0,29.9764642,1
1609,1,0.297583092,2,153.496876,4.0485485,0.128298339,36.27517555,13.89789358,22.08894526,1,33.08895478,67.43044278,1
1611,1,0.29758259,1,155.3755886,4.048541465,0.104749979,23.54774767,13.89789358,17.83565497,1,38.43814177,56.39649165,1
1612,2,0.297242869,3,162.7159723,4.044655204,0.179412604,34.05078086,22.31569057,52.80293919,2,94.8251399,88.43231367,1
1613,1,0.297591576,1,153.8066972,4.048475311,0.040157328,29.74556487,13.89789358,4.232980726,1,31.08977253,48.00279122,1
1614,1,1.145865261,0,159.9883991,4.022027326,0.077990221,12.52776858,5.480096598,8.932092013,0,0,47.22879881,1
1616,1,0.297586596,1,158.943459,4.048533717,0.105404212,49.24904956,13.89789358,16.8408954,1,45.18398476,48.64765359,1
1617,1,0.295168951,0,149.6798262,4.045703052,0.002520101,12.13273414,13.89789358,0.315814829,1,36.64759188,38.49884727,1
1618,2,0.292877423,1,154.6029318,4.128854147,0.129357362,12.13273414,13.89789358,22.16665587,1,36.30067846,55.98535424,1
1619,1,1.153394096,1,153.9086395,3.245192236,-0.007286326,11.94758171,0,-1.483945444,0,0,65.36185645,1
1621,2,0.292878354,1,150.2526992,4.128852781,0.111418693,12.13273414,13.89789358,16.95900891,1,30.74105792,42.26867473,1
1622,1,0.297306593,1,159.7808456,4.049140754,-0.005925002,40.62421138,35.81861553,-1.617341153,2,87.3227604,73.11718273,1
1623,1,0.298936942,0,152.5160451,4.043816644,-0.032877102,29.74556487,13.89789358,-3.813637331,1,32.7437916,25.57407057,1
1624,2,0.297589704,2,156.1436812,4.048554146,0.314993531,29.61411474,13.89789358,52.21197319,1,34.05454607,45.63728098,1
1626,1,0.298937159,0,152.2540581,4.043824544,0.01979581,19.18040612,8.417796984,4.366900044,1,26.66787382,44.21282751,1
1627,2,0.297592243,2,156.4217566,4.04854318,0.377287703,31.85365515,13.89789358,65.41272772,1,32.8077826,52.68495296,1
1628,2,0.297590873,3,156.5621358,4.048546123,0.208211549,32.35657073,13.89789358,37.96239834,1,34.00705238,64.76863462,1
1629,2,0.292877326,1,150.423588,4.12885735,0.089015225,12.13273414,13.89789358,14.96775636,1,31.28186199,42.26867473,1
1631,1,0.297585595,2,156.4946163,4.048537854,0.1362412,41.75527214,13.89789358,18.66272407,1,32.20032279,67.43044278,1
1632,1,0.296923516,2,160.0277867,4.050351546,0.074724509,49.3015843,26.70610561,17.70669705,2,74.42996677,78.2983953,1
1633,1,0.297584825,1,160.3436401,4.048539521,0.02165909,16.81453707,13.89789358,4.19663904,1,41.57816632,58.09250378,1
1634,2,0.292888058,1,154.4887367,4.128472404,0.056516015,38.31893621,13.89789358,10.94396306,1,36.62949676,62.02719507,1
1636,1,0.297573896,1,162.3488569,4.048575572,0.015090926,31.37526582,22.97011157,5.067929736,1,96.68534357,164.3676563,1
1637,1,0.297589661,1,151.6759561,4.048556839,0.152833138,25.43937525,13.89789358,23.55989318,1,35.01462178,36.60998432,1
1638,2,0.292875746,2,155.9796205,4.12886276,0.127589663,38.50499655,13.89789358,25.8497702,1,36.39304302,80.51953319,1
1639,1,0.297588475,1,150.149655,4.048564376,0.118672308,25.43937525,13.89789358,20.70534063,1,34.84021921,36.60998432,1
1641,2,0.297904732,2,162.1941735,4.042933915,0.191508731,36.39820241,13.89789358,50.95684887,1,74.980448,69.57778263,1
1642,1,0.297595451,1,153.8855881,4.048550889,0.01058967,17.61283074,13.89789358,1.966704141,1,33.03448095,55.70829462,1
1643,2,1.172801818,2,152.7108562,4.039453923,0.040868559,0,4.794537184,7.940167906,0,11.78609708,59.73149879,1
1644,1,0.292879536,0,149.4092925,4.128842993,0.05278541,29.74556487,13.89789358,6.210317349,1,35.34383906,37.49301612,1
1646,1,0.297582667,1,152.5562905,4.048728658,0.116718967,29.11119916,13.89789358,20.10369577,1,33.19740207,55.03954772,1
1647,1,1.145864027,2,161.3595157,4.028399242,0.184690193,18.9952537,10.27463378,32.21785046,0,0,76.88777237,1
1648,1,1.220989627,0,152.8722332,3.138056338,-0.112718228,6.9237372,5.480096598,-15.68572172,0,10.75103626,46.71547325,1
1649,2,0.297904969,1,154.8372435,4.042815845,-0.028775186,0,13.89789358,-4.567015954,1,31.93677987,43.35857468,1
1651,1,0.295173635,0,145.5530047,4.043830817,-0.108677433,24.26546827,8.417796984,-15.96849446,1,26.7761034,36.13764152,1
1652,1,0.296951897,2,157.9243371,4.050715861,0.283801278,68.23062823,22.31569057,48.0422995,2,66.0236271,70.03534221,1
1653,1,0.297584619,2,160.6243383,4.048536594,0.100766074,41.75527214,18.69243077,15.86615206,1,32.18888456,74.09913397,1
1654,1,0.297583358,1,152.2673933,4.048547083,0.068389379,12.13273414,13.89789358,11.59426076,1,28.30733536,48.8759791,1
1656,1,0.297583197,1,153.9875091,4.048538417,0.059566436,23.54774767,13.89789358,9.669574082,1,33.09244675,49.28669411,1
1657,2,0.29790334,2,161.1282235,4.042940194,0.196166432,36.39820241,13.89789358,57.20610573,1,70.18009012,69.31887041,1
1658,2,0.297905646,1,161.352375,4.04293076,0.168085896,41.87829901,13.89789358,42.26062043,1,69.14192368,44.41643699,1
1659,1,0.297595263,1,151.7902505,4.048529022,0.071082483,43.44587439,8.417796984,7.807695293,1,32.25566836,25.40312963,1
1661,1,1.145864893,0,159.7399082,4.022027326,0.108568335,7.047671983,5.480096598,13.26630087,0,0,36.01830502,1
1662,1,1.457372711,0,145.8750398,3.177763777,-0.233973489,36.41750849,0,-17.25917882,0,0,21.22676191,1
1663,2,0.297904484,2,160.4222836,4.042933915,0.173071992,36.39820241,13.89789358,47.65744325,1,69.83511694,56.3640187,1
1664,1,0.297587438,2,161.6995646,4.048530518,0.218776654,36.85536241,18.69243077,24.65212376,1,31.47710513,67.55437756,1
1666,2,0.292877914,1,156.8556445,4.128894397,0.234647621,41.87829901,13.89789358,63.63448405,1,68.72070776,48.31051556,1
1667,2,0.292877761,1,153.2939417,4.128855163,0.089169252,17.69618563,13.89789358,15.252409,1,31.18483109,48.31051556,1
1668,1,0.295175584,1,157.4167773,4.043911222,0.348302898,48.66141305,13.48101471,83.30695234,1,71.60799306,42.19755403,1
1669,2,1.2283093,1,155.810607,3.246060053,-0.027925021,19.18040612,0,-5.864979826,0,5.576475595,77.92929417,1
1671,1,0.296744516,2,159.2010595,4.050416121,0.158811138,43.77909961,27.29966909,25.51786559,2,59.11763666,74.33034481,1
1672,1,0.297588013,1,158.0113952,4.048529615,0.135948915,36.85536241,13.89789358,14.66261752,1,31.51930255,43.53384051,1
1673,1,0.29759362,1,157.6056393,4.048544376,0.137353571,42.19178676,18.8818721,21.34527357,1,35.07607492,46.32834351,1
1674,2,0.292874697,2,156.7802425,4.128867514,0.094316289,12.13273414,13.89789358,20.51425351,1,42.74568319,93.23038154,1
1676,1,0.297589703,1,152.0131563,4.048556839,0.143316344,37.57210939,13.89789358,21.14326287,1,34.81555928,36.60998432,1
1677,1,0.297589536,1,156.1962809,4.04866564,0.304248178,42.92172948,13.89789358,81.5854433,1,75.23644274,31.6260058,1
1678,1,0.297590277,2,157.4112701,4.048553346,0.279852416,25.30889875,13.89789358,44.41640918,1,33.96038334,45.72134977,1
1679,2,0.292879498,0,150.347653,4.128842977,0.057888516,29.74556487,13.89789358,7.205193388,1,30.27754832,37.368765,1
1681,1,0.29759004,1,153.4792535,4.048554443,0.122612209,60.53456022,19.37799018,18.14424704,1,39.22644771,44.363342,1
1682,1,0.297583589,2,155.6212862,4.048549359,0.0741021,41.75527214,13.89789358,12.2939063,1,39.10764035,61.03188072,1
1683,1,0.297583083,2,154.3929872,4.048551564,0.095649402,36.27517555,13.89789358,16.51819147,1,39.01743368,56.0479022,1
1684,1,0.297589911,1,154.1931649,4.048557909,0.171941876,50.8787505,13.89789358,26.95175777,1,39.68097353,43.71978186,1
1686,2,0.292878055,1,152.1629437,4.128854079,0.109142869,17.69618563,13.89789358,17.55996365,1,31.0061579,48.81343114,1
1687,1,0.297581119,2,149.4147769,4.048555674,0.023626062,40.50216388,13.89789358,4.071245612,1,34.5529042,42.33122269,1
1688,1,0.298935645,1,157.8858098,4.043936641,0.227644604,24.26546827,13.48101471,54.30062984,1,70.51333592,37.1820447,1
1689,2,0.292879138,1,152.5154513,4.128846211,0.169785883,24.26546827,13.89789358,22.42409791,1,30.52805443,49.31634672,1
1691,1,0.295173565,2,160.5932665,4.043914904,0.315308386,36.39820241,13.48101471,86.18858381,1,77.11954396,80.36578254,1
1692,1,0.295028998,2,159.5521736,4.045234485,0.305663276,36.39820241,21.89881169,84.71325949,2,97.34635313,74.82079573,1
1693,2,0.29758992,3,155.6147624,4.048553828,0.315241804,26.29020366,13.89789358,65.97723421,1,34.03066409,76.71621633,1
1694,1,0.295174074,2,160.6773854,4.044053298,0.356551811,50.24567681,18.27555189,95.06705696,1,71.9282594,72.17730197,1
1696,1,0.298936552,1,151.4020631,4.043817701,-0.087258195,24.26546827,13.48101471,-10.37211299,1,32.96737918,37.1820447,1
1697,1,0.297587952,1,149.3924036,4.048565456,0.170706755,23.54774767,13.89789358,30.83946352,1,34.61595437,31.6260058,1
1698,2,0.297592508,3,160.3669368,4.04853871,0.331696883,32.35657073,13.89789358,53.61433924,1,33.67134043,76.71621633,1
1699,1,0.297590211,1,157.7485066,4.048558498,0.151679855,48.45075589,18.8818721,24.73881166,1,35.71974203,46.39046907,1
1701,1,0.297585137,2,157.8225401,4.04854213,0.160958466,48.86506969,13.89789358,23.30619594,1,37.934601,63.15769974,1
1702,2,0.297590193,3,162.4399158,4.048631403,0.461783209,56.622039,13.89789358,143.5533778,1,75.58449686,83.07857519,1
1703,2,0.297586607,2,154.8728978,4.048562206,0.130543304,48.87657961,13.89789358,25.91243073,1,40.97115299,57.78308819,1
1704,1,0.297588569,1,153.9180506,4.048566052,0.038888153,37.57210939,23.56367504,7.126025965,1,36.39434858,46.39046907,1
1706,1,0.297585145,2,156.33919,4.048538827,0.115119493,41.75527214,13.89789358,16.63955945,1,32.55712835,67.43044278,1
1707,1,0.295028616,2,159.1369991,4.045473312,0.33345272,36.39820241,21.89881169,97.70683521,2,98.40868499,74.82079573,1
1708,1,0.29758191,2,149.7233239,4.048556763,-0.002364697,29.165378,13.89789358,-0.410002787,1,34.63371271,42.33122269,1
1709,1,0.297583561,1,153.0587489,4.048534606,0.035016354,29.37471568,13.89789358,4.437131414,1,37.43988975,48.6187261,1
1711,1,0.297582873,2,153.9363893,4.048551367,0.073858879,41.75527214,13.89789358,12.081121,1,39.20524666,56.0479022,1
1712,2,0.297592823,2,156.8915796,4.048538076,0.307498312,32.35657073,13.89789358,47.7348832,1,33.75317475,58.72679379,1
1713,1,0.297579814,1,163.8142979,4.048553834,0.003826912,36.05706875,18.28830863,0.96324964,1,73.3668722,124.664239,1
1714,1,0.297597551,1,156.7955757,4.048542599,0.019838747,24.53656793,13.89789358,3.117868535,1,32.5101063,55.70829462,1
1716,2,0.292874473,2,155.7246562,4.128867498,0.064983547,31.39519901,13.89789358,14.60378009,1,37.28255818,80.01661761,1
1717,1,0.297595547,2,160.2564437,4.04871589,0.343794088,87.14882438,10.48900912,92.05915653,1,72.91967834,45.74628377,1
1718,1,0.297585816,1,155.7868321,4.048777599,0.19635643,35.30963262,13.89789358,25.34185976,1,31.69624881,54.03371657,1
1719,2,0.297905207,2,157.5741816,4.042813763,-0.00444047,0,13.89789358,-0.689895189,1,37.30854107,69.57778263,1
1721,2,0.297904326,2,160.3629003,4.042935827,0.172146857,36.39820241,13.89789358,47.19670422,1,69.80466175,67.57451248,1
1722,2,0.2928774,1,153.1307568,4.128859526,-6.88E-04,12.13273414,13.89789358,-0.113160083,1,42.3363572,61.52427949,1
1723,2,0.292878107,1,157.6935224,4.128893129,0.267471016,29.74556487,13.89789358,72.571541,1,68.64547628,48.31051556,1
